排名,图,代码,名称,多因子等级,多因子评分,推荐等级,推荐评分,信号确认分,总市值(亿),流通市值(亿),PE(TTM),市净率,换手率%,筹码平均成本,筹码集中度%,90%成本区间宽度%,现价相对筹码成本%,筹码集中度分,成本贴合分,估值分,换手率分,市值分,估值日期,数据截至,最新收盘,前低日期,前低价,本次低日期,本次低价,DIF抬高,MACD柱抬高,当前DIF,当前DEA,当前MACD柱,站上MA20,站上MA60,距背离低点%,近5日/20日均量,最新成交额(亿),强度分位,原综合分,date_i,low_i,date_j,low_j,dif_i,dif_j,hist_i,hist_j,type,gap
11,002757_南兴股份.png,002757,南兴股份,A,77.67,A,89.42,5,52.3,50.3,37.57512562,2.557234,3.8315483116638136,20.82636130995088,35.96571178013554,63.715959619737575,-15.011558012570813,50.4,30.0,69.9,98.8,100.0,2026-09-18,2026-09-18,17.7,2026-06-29,17.31,2026-09-11,16.7,1.723185494938754,0.5824191357078481,0.2117577283904737,0.1636673274810794,0.0961808018187884,True,True,5.9880239520958085,0.7485775310028137,1.93,0.92,143.09470098295992,2026-06-29,17.31,2026-09-11,16.7,-1.589675901159307,0.133509593779447,-0.4862383338890597,0.0961808018187884,DIF+柱体,54
12,301106_骏成科技.png,301106,骏成科技,A,77.05,A,80.4,4,27.19,27.19,58.4128984,2.15565128,2.3101442606257945,21.176927988386232,56.71640882352605,46.718230345735115,-10.185273282173537,84.1,50.6,56.0,95.8,80.1,2026-09-18,2026-09-18,19.02,2026-06-12,19.23,2026-09-03,18.51,1.25828105850589,0.9905014623445972,-0.0475587431830852,0.1110554521365221,-0.3172283906392148,False,True,2.7552674230145757,0.4878219454553479,0.63,0.863,131.32296318375938,2026-06-12,19.23,2026-09-03,18.51,-1.0230945368157087,0.2351865216901814,-1.5016859843083388,-0.5111845219637414,DIF+柱体,58
13,002928_华夏航空.png,002928,华夏航空,A,76.33,A,83.58,6,82.57,82.57,19.72317822,2.12145644,2.0347977045773287,8.006588394877193,35.07977836809219,63.53144737838024,-19.316446888499193,47.8,25.7,94.9,94.9,100.0,2026-09-18,2026-09-18,6.46,2026-06-22,6.82,2026-09-11,6.1,0.2785153242355678,0.1107772082191279,-0.0061084318793342,-0.0221318228145051,0.0320467818703416,True,True,5.901639344262301,0.92738339575132,1.68,0.765,123.59528480186717,2026-06-22,6.82,2026-09-11,6.1,-0.3348021967250023,-0.0562868724894345,-0.0995183826395779,0.01125882557955,DIF+柱体,59
14,300969_恒帅股份.png,300969,恒帅股份,A,74.6,A,83.85,5,133.02,63.44,82.87188242,7.48844712,2.7228256841835714,91.25134069483737,39.2425185810769,48.32037168019699,-11.1793871927347,56.2,46.4,40.7,97.3,100.0,2026-09-18,2026-09-18,81.05,2026-06-26,89.6,2026-09-11,75.75,3.005149049107274,3.192276969620972,0.3655579207503194,0.2915894321496733,0.1479369772012921,True,False,6.9966996699669926,0.6735833565696936,1.73,0.841,129.15538446811723,2026-06-26,89.6,2026-09-11,75.75,-2.994757614401834,0.0103914347054399,-3.3515876421965953,-0.1593106725756231,DIF+柱体,55
15,601877_正泰电器.png,601877,正泰电器,A,74.51,B,77.3,4,542.83,542.83,10.70529633,1.17984706,0.7774705073266726,29.630417547891195,49.70049080306978,43.047329115980425,-14.74976699476932,73.9,31.0,90.4,77.1,87.9,2026-09-18,2026-09-18,25.26,2026-06-08,25.37,2026-09-02,24.89,1.5020983800264671,0.6190807389258655,-0.1244943166391436,-0.0542310819989248,-0.1405264692804377,False,True,1.4865407794294938,0.6983129125999186,4.22,0.819,126.47928470155315,2026-06-08,25.37,2026-09-02,24.89,-1.466210276962034,0.0358881030644333,-0.7289446623544404,-0.1098639234285749,DIF+柱体,61
16,603701_德宏股份.png,603701,德宏股份,A,74.39,B,77.96,5,52.06,52.06,376.1140893,6.46755801,1.123461372436222,21.688094056452837,55.522473526856906,36.92327070310341,-8.152371766050948,81.4,59.3,20.0,91.7,100.0,2026-09-18,2026-09-18,19.92,2026-06-26,20.81,2026-09-11,19.0,0.8370382917089891,0.3514086165584586,0.0350822491971634,0.0575582922370289,-0.0449520860797311,True,True,4.842105263157904,0.7605581405236488,0.58,0.757,122.66101431526238,2026-06-26,20.81,2026-09-11,19.0,-0.8177594059691415,0.0192788857398475,-0.4604600486752208,-0.1090514321167622,DIF+柱体,55
17,002233_塔牌集团.png,002233,塔牌集团,A,74.08,B,62.43,4,83.72,83.68,20.0233858,0.7145485,1.202600417117788,8.151160062614126,59.20126527156591,26.567559987555235,-12.773151976115404,88.9,39.5,95.0,92.0,100.0,2026-09-18,2026-09-16,7.11,2026-06-11,7.4,2026-09-07,7.02,0.2044724797723924,0.0746067199016058,-0.0527934878950082,-0.0546408109172945,0.0036946460445726,False,False,1.2820512820512928,1.0297800199089424,1.0,0.606,110.42760238256676,2026-06-11,7.4,2026-09-07,7.02,-0.2663127541920609,-0.0618402744196684,-0.0844584294187519,-0.0098517095171461,DIF+柱体,61
18,002654_万润科技.png,002654,万润科技,A,73.66,B,76.11,5,120.29,120.28,257.30637901,7.59228549,4.44571800919666,15.455421332781638,53.736449258824045,48.3038574260464,-7.928747501580336,77.9,60.6,20.0,96.7,100.0,2026-09-18,2026-09-18,14.23,2026-06-08,14.052,2026-09-03,13.3,0.2086890986211287,0.7626470085669439,0.0652036654238337,0.0125925350641735,0.1052222607193203,True,False,6.992481203007516,0.7323221363012514,5.35,0.73,120.59328783906189,2026-06-08,14.052,2026-09-03,13.3,-0.262795778714473,-0.0541066800933442,-0.6959232285184692,0.0667237800484746,DIF+柱体,62
19,605222_起帆电缆.png,605222,起帆电缆,A,73.35,A,87.21,4,92.45,92.45,45.42554864,1.93288325,1.4575168318527554,24.822565045308263,26.0147540056858,79.7825179193338,-9.799813358805345,20.8,52.3,64.7,92.9,100.0,2026-09-18,2026-09-18,22.39,2026-06-29,21.51,2026-09-08,20.75,2.3651285264592943,0.9104938053654726,0.6596367962990719,0.6014217539406962,0.1164300847167514,True,True,7.903614457831328,0.9194081921099088,1.35,0.96,158.29749651248156,2026-06-29,21.51,2026-09-08,20.75,-2.229041381559888,0.1360871448994061,-0.5346382082573662,0.3758555971081064,DIF+柱体,51
20,603416_信捷电气.png,603416,信捷电气,A,72.49,B,63.1,5,73.54,65.38,26.07004353,2.73387053,1.075558388868139,55.012318183179,56.935266802730425,31.696733502818176,-14.837255459768596,84.5,30.7,92.0,91.5,100.0,2026-09-18,2026-09-18,46.85,2026-07-29,46.07,2026-09-11,45.0,1.4263766227691193,1.822316693382504,-0.5978599996796063,-0.6947987948402835,0.1938775903213543,True,False,4.111111111111114,0.7344541903358279,0.7,0.544,106.30294357819729,2026-07-29,46.07,2026-09-11,45.0,-2.1833795013400064,-0.7570028785708871,-1.8637701051107336,-0.0414534117282299,DIF+柱体,32
